date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:01:08	5221/5221	---M--	200	added ('OK')	image/jpeg	etag:%221465-6175a46b-854466a4d54d0db0;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-2.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-2.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:12	11835/11835	---M--	200	added ('OK')	image/jpeg	etag:%222e3b-6175a46c-b9f9f2ff285961c3;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-4.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-4.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:12	12285/12285	---M--	200	added ('OK')	image/jpeg	etag:%222ffd-6175a46b-89ed9828b58d7aa2;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-3.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-3.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:14	67693/67693	---M-Z	200	added ('OK')	text/html	etag:%221086d-61766686-5b63cc09ac30b492;gz%22	http://demo.foxthemes.net/socialitev2.2/pages-upgrade.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/pages-upgrade.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:17	10416/10416	---M--	200	added ('OK')	image/jpeg	etag:%2228b0-6175a46c-bc9f8d98c0e9580d;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-5.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-5.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:18	2934019/2934019	---MCZ	200	added ('OK')	text/css	etag:%222cc503-cyTPK4s7rX9aC3Y3NNaHIxjV1fQ%22	https://unpkg.com/tailwindcss@2.2.19/dist/tailwind.min.css	C:/My%20Web%20Sites/html%20css%20social/unpkg.com/tailwindcss@2.2.19/dist/tailwind.min.css	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:19	13428/13428	---M--	200	added ('OK')	image/jpeg	etag:%223474-6175a3ba-8462f5feeebfda74;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/product/2.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/product/2.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:20	46518/46518	---M--	200	added ('OK')	image/jpeg	etag:%22b5b6-6175a46b-298ddf9f452f59fc;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-1.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-1.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:21	25170/25170	---M--	200	added ('OK')	image/jpeg	etag:%226252-6175a3ba-c46a5b5145632758;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/product/13.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/product/13.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:21	14307/14307	---M--	200	added ('OK')	image/jpeg	etag:%2237e3-6175a3ba-763f1a90c7ffe03a;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/product/15.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/product/15.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:22	16477/16477	---M--	200	added ('OK')	image/jpeg	etag:%22405d-6175a3ba-8b05cee26e217e4d;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/product/14.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/product/14.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:23	194816/194816	---M-Z	200	added ('OK')	text/html	etag:%222f900-61766676-510f78bc2336d576;gz%22	http://demo.foxthemes.net/socialitev2.2/timeline.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/timeline.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:23	17806/17806	---M--	200	added ('OK')	image/jpeg	etag:%22458e-6175a3ba-b885d1a9161191ca;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/product/9.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/product/9.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:23	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-5d147102-eb70bee584e7d266;gz%22	http://demo.foxthemes.net/socialitev2.2/page-setting.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/page-setting.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:24	15878/15878	---M--	200	added ('OK')	image/jpeg	etag:%223e06-6175a46d-75404171323e12ac;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-7.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-7.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:24	14178/14178	---M--	200	added ('OK')	image/jpeg	etag:%223762-6175a46c-bbc955cbeb112175;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-6.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-6.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:24	110641/110641	---M-Z	200	added ('OK')	text/html	etag:%221b031-61766682-4fe60a80b417036c;gz%22	http://demo.foxthemes.net/socialitev2.2/groups.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/groups.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:24	71464/71464	---M-Z	200	added ('OK')	text/html	etag:%2211728-61766685-639292712544a985;gz%22	http://demo.foxthemes.net/socialitev2.2/pages-setting.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/pages-setting.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:25	6321/6321	---M-Z	200	added ('OK')	text/html	etag:%2218b1-61766681-d747af146ad4c4e9;gz%22	http://demo.foxthemes.net/socialitev2.2/form-login.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/form-login.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:25	84068/84068	---M-Z	200	added ('OK')	text/html	etag:%2214864-61766684-df2b75012e1d3a67;gz%22	http://demo.foxthemes.net/socialitev2.2/pages.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/pages.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:25	99360/99360	---M-Z	200	added ('OK')	text/html	etag:%2218420-61766679-c713492fb0d93891;gz%22	http://demo.foxthemes.net/socialitev2.2/videos.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/videos.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:26	75850/75850	---M-Z	200	added ('OK')	text/html	etag:%221284a-61766683-339c3ac7930a09e3;gz%22	http://demo.foxthemes.net/socialitev2.2/jobs.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/jobs.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:26	97522/97522	---M-Z	200	added ('OK')	text/html	etag:%2217cf2-6176667c-245c516af527daa8;gz%22	http://demo.foxthemes.net/socialitev2.2/courses.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/courses.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:27	78997/78997	---M-Z	200	added ('OK')	text/html	etag:%2213495-61766682-3e7b4f65aa95c9c4;gz%22	http://demo.foxthemes.net/socialitev2.2/games.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/games.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:27	110113/110113	---M-Z	200	added ('OK')	text/html	etag:%221ae21-6176667f-cd88455152300843;gz%22	http://demo.foxthemes.net/socialitev2.2/events.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/events.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:28	103592/103592	---M-Z	200	added ('OK')	text/html	etag:%22194a8-61766686-331c728b0b4e53de;gz%22	http://demo.foxthemes.net/socialitev2.2/products.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/products.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:28	84138/84138	---M-Z	200	added ('OK')	text/html	etag:%22148aa-6176667a-c8d4bfffe349fcfe;gz%22	http://demo.foxthemes.net/socialitev2.2/albums.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/albums.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:28	81141/81141	---M-Z	200	added ('OK')	text/html	etag:%2213cf5-6176667b-7d01f46f2889804e;gz%22	http://demo.foxthemes.net/socialitev2.2/blogs.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/blogs.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:29	84185/84185	---M-Z	200	added ('OK')	text/html	etag:%22148d9-61766681-6fceefaacab2e94c;gz%22	http://demo.foxthemes.net/socialitev2.2/forums.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/forums.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:29	71361/71361	---M-Z	200	added ('OK')	text/html	etag:%22116c1-6176667a-3007c12a9e917bf3;gz%22	http://demo.foxthemes.net/socialitev2.2/birthdays.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/birthdays.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:30	84348/84348	---M-Z	200	added ('OK')	text/html	etag:%221497c-61766681-8d02b3c6356b540d;gz%22	http://demo.foxthemes.net/socialitev2.2/fundraiser.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/fundraiser.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:30	72877/72877	---M-Z	200	added ('OK')	text/html	etag:%2211cad-6176667b-8e4e0e7c9951f1e4;gz%22	http://demo.foxthemes.net/socialitev2.2/chats-friend.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/chats-friend.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:31	73613/73613	---M-Z	200	added ('OK')	text/html	etag:%2211f8d-61766686-ac57f3c8ac6a7f04;gz%22	http://demo.foxthemes.net/socialitev2.2/pages-setting2.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/pages-setting2.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:31	61961/61961	---M-Z	200	added ('OK')	text/html	etag:%22f209-61766684-63c79ff1306094da;gz%22	http://demo.foxthemes.net/socialitev2.2/pages-about.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/pages-about.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:31	64238/64238	---M-Z	200	added ('OK')	text/html	etag:%22faee-61766685-c65a107cda9aa376;gz%22	http://demo.foxthemes.net/socialitev2.2/pages-contact.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/pages-contact.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:32	63275/63275	---M-Z	200	added ('OK')	text/html	etag:%22f72b-61766685-a5e094712ff82cbe;gz%22	http://demo.foxthemes.net/socialitev2.2/pages-privacy.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/pages-privacy.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:32	70665/70665	---M-Z	200	added ('OK')	text/html	etag:%2211409-6176667d-9f3b5e1e24706c0a;gz%22	http://demo.foxthemes.net/socialitev2.2/create-group.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/create-group.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:33	70286/70286	---M-Z	200	added ('OK')	text/html	etag:%221128e-6176667d-5be2f3f35f753bb7;gz%22	http://demo.foxthemes.net/socialitev2.2/create-page.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/create-page.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:33	203131/203131	---M-Z	200	added ('OK')	text/html	etag:%223197b-6176667e-67ec48b8ac3ac8c5;gz%22	http://demo.foxthemes.net/socialitev2.2/development-components.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/development-components.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:34	89241/89241	---M-Z	200	added ('OK')	text/html	etag:%2215c99-6176667f-b7a9c0c91e65d919;gz%22	http://demo.foxthemes.net/socialitev2.2/development-plugins.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/development-plugins.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:34	465762/465762	---M-Z	200	added ('OK')	text/html	etag:%2271b62-6176667f-e96b75ec80073fb6;gz%22	http://demo.foxthemes.net/socialitev2.2/development-icons.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/development-icons.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:35	8309/8309	---M-Z	200	added ('OK')	text/html	etag:%222075-61766681-b465d752dbc192f8;gz%22	http://demo.foxthemes.net/socialitev2.2/form-register.html	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/form-register.html	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:45	76655/76655	---M--	200	added ('OK')	image/jpeg	etag:%2212b6f-6175a470-71ced2c8c27a4ab8;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-lg-1.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-lg-1.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:46	63667/63667	---M--	200	added ('OK')	image/jpeg	etag:%22f8b3-6175a471-976e3f1b74d89648;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-lg-3.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-lg-3.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:01:55	116401/116401	---M--	200	added ('OK')	image/jpeg	etag:%221c6b1-6175a472-6b140cd1cca70f17;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-lg-4.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-lg-4.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:03	98183/98183	---M--	200	added ('OK')	image/jpeg	etag:%2217f87-6175a3ba-597f4fc7bfa0b0b;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/post/img-2.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/post/img-2.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:10	221537/221537	---M--	200	added ('OK')	image/jpeg	etag:%2236161-6175a471-925e15ce88645b66;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-lg-2.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-lg-2.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:10	85678/85678	---M--	200	added ('OK')	image/jpeg	etag:%2214eae-6175a3ba-b127e834d3d79401;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/post/img-3.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/post/img-3.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:12	53032/53032	---M-Z	200	added ('OK')	application/x-javascript	etag:%22cf28-6175a3ba-51fedb4dbb16822d;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/js/tippy.all.min.js	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/js/tippy.all.min.js	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:15	340837/340837	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253365-6175a3bb-8eb9f514c2a3bd12;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/js/uikit.js	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/js/uikit.js	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:16	150426/150426	---M-Z	200	added ('OK')	application/x-javascript	etag:%2224b9a-6175a3ba-cdb19ace50465416;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/js/simplebar.js	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/js/simplebar.js	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:17	4844/4844	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212ec-6175a3ba-e5a1aa19b2e5209d;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/js/custom.js	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/js/custom.js	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:18	36025/36025	---M-Z	200	added ('OK')	application/x-javascript	etag:%228cb9-6175a3ba-bf6dc8dfd10d35a4;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/js/bootstrap-select.min.js	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/js/bootstrap-select.min.js	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:19	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262f659d6-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/My%20Web%20Sites/html%20css%20social/code.jquery.com/jquery-3.6.0.min.js	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:19	962/962	---MCZ	200	added ('OK')	application/javascript	etag:%223c2-ekNqUptqD1AEc5D0dUT6kSacGE0%22	https://unpkg.com/ionicons@5.2.3/dist/ionicons.js	C:/My%20Web%20Sites/html%20css%20social/unpkg.com/ionicons@5.2.3/dist/ionicons.js	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:25	65180/65180	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22fe9c-6175a3b5-38d949cebd517689;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Feather-Icons.ttf?7ncawf	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Feather-Iconse198.ttf	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
10:02:26	222066/222066	---M-Z	200	added ('OK')	image/svg+xml	etag:%2236372-6175a3b5-bc80dd47d8fe179a;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Feather-Icons.svg?7ncawf	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Feather-Iconse198.svg	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
10:02:29	25548/25548	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2263cc-6175a3b5-3f5cce1a28a171ae;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Material-Icons.ttf?e8u1sb	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Material-Iconsb7df.ttf	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
10:02:29	149711/149711	---M--	200	added ('OK')	image/jpeg	etag:%22248cf-6175a46f-7adce8657ca67028;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-8.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/avatars/avatar-8.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:31	81880/81880	---M-Z	200	added ('OK')	image/svg+xml	etag:%2213fd8-6175a3b5-e224b8a0492165ac;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Material-Icons.svg?e8u1sb	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Material-Iconsb7df.svg	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
10:02:32	65256/65256	---M--	200	added ('OK')	application/font-woff	etag:%22fee8-6175a3b5-e273762238a394cc;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Feather-Icons.woff?7ncawf	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Feather-Iconse198.woff	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
10:02:34	25624/25624	---M--	200	added ('OK')	application/font-woff	etag:%226418-6175a3b5-4ba2417eb2081986;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Material-Icons.woff?e8u1sb	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Material-Iconsb7df.woff	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
10:02:37	371026/371026	---M-Z	200	added ('OK')	image/svg+xml	etag:%225a952-6175a3b5-be25fde761e6cc84;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Brand-Icons.svg?blcw31	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Brand-Icons036a.svg	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
10:02:45	129924/129924	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221fb84-6175a3b5-1cb01b9a100146ac;gz%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Brand-Icons.ttf?blcw31	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Brand-Icons036a.ttf	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
10:02:45	366231/366231	---M--	200	added ('OK')	image/jpeg	etag:%2259697-6175a3ba-73e9e0fa80f2de8d;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/images/post/img-4.jpg	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/images/post/img-4.jpg	(from http://demo.foxthemes.net/socialitev2.2/feed-layout-2.html)
10:02:54	130000/130000	---M--	200	added ('OK')	application/font-woff	etag:%221fbd0-6175a3b5-1fbeda47180fe249;;;%22	http://demo.foxthemes.net/socialitev2.2/assets/fonts/Brand-Icons.woff?blcw31	C:/My%20Web%20Sites/html%20css%20social/demo.foxthemes.net/socialitev2.2/assets/fonts/Brand-Icons036a.woff	(from http://demo.foxthemes.net/socialitev2.2/assets/css/icons.css)
